2050;0.162477244;0.15;0.166105748;0.160074199;0.160067189;0.160735543;0.16643728;0.15984373;0.158402009;0.1677332;0.167658191;0.169565784;0.162840923;0.164692017;0.165703216;0.173700334;0.173684505;0.172593082;0.156388848;0.169180715;0.162084564;0.164913181;0.168985318;0.18;0.16784554;0.16964881;0.168383523;0.167430585;0.164950011;0.172499034;0.168565178;0.171488264;0.166212464;0.167640727;0.168715913;0.170461319;0.170068703;0.163130127;0.176855893
2050;0.56336448;0.539128316;0.514461901;0.593536572;0.495680878;0.51029005;0.59579686;0.474580367;0.593268223;0.507149267;0.597301933;0.501471013;0.553033965;0.528731652;0.559527074;0.560393095;0.50577857;0.489902516;0.6;0.567334641;0.588217954;0.529982433;0.534866925;0.45986366;0.524197165;0.512428182;0.530344302;0.563552823;0.578387072;0.504250349;0.43;0.530985273;0.504123336;0.513945829;0.501748006;0.565291512;0.459069379;0.50093224;0.498456163
2050;0.493680558;0.45770155;0.436712343;0.552253518;0.421980141;0.424655514;0.543232513;0.380661641;0.554116235;0.426109776;0.58;0.428144807;0.495221394;0.47288951;0.517154883;0.504899028;0.406040089;0.40804949;0.563248125;0.511990411;0.542396697;0.441333776;0.477841986;0.351525393;0.455723653;0.423661403;0.456852582;0.520149714;0.518571178;0.416711351;0.32;0.459498724;0.415415044;0.421474233;0.422555831;0.515958719;0.35397853;0.414304364;0.403183636
2050;0.162477244;0.15;0.166105748;0.160074199;0.160067189;0.160735543;0.16643728;0.15984373;0.158402009;0.1677332;0.167658191;0.169565784;0.162840923;0.164692017;0.165703216;0.173700334;0.173684505;0.172593082;0.156388848;0.169180715;0.162084564;0.164913181;0.168985318;0.18;0.16784554;0.16964881;0.168383523;0.167430585;0.164950011;0.172499034;0.168565178;0.171488264;0.166212464;0.167640727;0.168715913;0.170461319;0.170068703;0.163130127;0.176855893
2050;0.56336448;0.539128316;0.514461901;0.593536572;0.495680878;0.51029005;0.59579686;0.474580367;0.593268223;0.507149267;0.597301933;0.501471013;0.553033965;0.528731652;0.559527074;0.560393095;0.50577857;0.489902516;0.6;0.567334641;0.588217954;0.529982433;0.534866925;0.45986366;0.524197165;0.512428182;0.530344302;0.563552823;0.578387072;0.504250349;0.43;0.530985273;0.504123336;0.513945829;0.501748006;0.565291512;0.459069379;0.50093224;0.498456163
2050;0.493680558;0.45770155;0.436712343;0.552253518;0.421980141;0.424655514;0.543232513;0.380661641;0.554116235;0.426109776;0.58;0.428144807;0.495221394;0.47288951;0.517154883;0.504899028;0.406040089;0.40804949;0.563248125;0.511990411;0.542396697;0.441333776;0.477841986;0.351525393;0.455723653;0.423661403;0.456852582;0.520149714;0.518571178;0.416711351;0.32;0.459498724;0.415415044;0.421474233;0.422555831;0.515958719;0.35397853;0.414304364;0.403183636
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;2050;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;pv 2050;offshore 2050 ;onshore 2050 ;pv;offshore;onshore;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;0.162477244;0.56336448;0.493680558;0.118891438;0.347421495;0.355415358;0.109065753;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;0.15;0.539128316;0.45770155;0.109065753;0.334925811;0.339189436;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;0.166105748;0.514461901;0.436712343;0.12202363;0.321661199;0.330787115;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;0.160074199;0.593536572;0.552253518;0.117327854;0.364498482;0.375247032;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;0.160067189;0.495680878;0.421980141;0.117421918;0.311581598;0.32328162;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;0.160735543;0.51029005;0.424655514;0.118083562;0.319732249;0.329009242;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6;0.16643728;0.59579686;0.543232513;0.122744635;0.366089829;0.374140496;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
7;0.15984373;0.474580367;0.380661641;0.117600685;0.300629498;0.309750473;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;0.158402009;0.593268223;0.554116235;0.11656016;0.365395183;0.377387119;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9;0.1677332;0.507149267;0.426109776;0.124120548;0.318550171;0.327031116;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;0.167658191;0.597301933;0.58;0.124174886;0.367357215;0.38375066;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;0.169565784;0.501471013;0.428144807;0.125810274;0.315646313;0.326689189;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;0.162840923;0.553033965;0.495221394;0.120560046;0.343964224;0.357925517;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13;0.164692017;0.528731652;0.47288951;0.122151941;0.330657477;0.343475123;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14;0.165703216;0.559527074;0.517154883;0.123072489;0.347379578;0.360704702;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15;0.173700334;0.560393095;0.504899028;0.129564041;0.348031062;0.358167124;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16;0.173684505;0.50577857;0.406040089;0.129662215;0.317937763;0.321224092;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17;0.172593082;0.489902516;0.40804949;0.128909361;0.310112534;0.320092723;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
18;0.156388848;0.6;0.563248125;0.116101256;0.369764954;0.381545147;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
19;0.169180715;0.567334641;0.511990411;0.126416438;0.352232671;0.362381288;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20;0.162084564;0.588217954;0.542396697;0.120876142;0.363603082;0.37439015;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
21;0.164913181;0.529982433;0.441333776;0.123241553;0.332240628;0.33786651;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22;0.168985318;0.534866925;0.477841986;0.126603082;0.335020354;0.346125894;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23;0.18;0.45986366;0.351525393;0.135501027;0.294523619;0.301501546;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24;0.16784554;0.524197165;0.455723653;0.12590742;0.329350468;0.340103318;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
25;0.16964881;0.512428182;0.423661403;0.127474658;0.323189817;0.329120693;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
26;0.168383523;0.530344302;0.456852582;0.126579795;0.332932363;0.34297817;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
27;0.167430585;0.563552823;0.520149714;0.125934018;0.351121473;0.366167303;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
28;0.164950011;0.578387072;0.518571178;0.124072489;0.359612728;0.367061041;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
29;0.172499034;0.504250349;0.416711351;0.130204224;0.319186107;0.328811047;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30;0.168565178;0.43;0.32;0.127181279;0.279155582;0.289864869;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
31;0.171488264;0.530985273;0.459498724;0.129626484;0.333883733;0.34373876;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
32;0.166212464;0.504123336;0.415415044;0.125534132;0.318417591;0.325271933;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
33;0.167640727;0.513945829;0.421474233;0.12678653;0.324907078;0.328281829;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
34;0.168715913;0.501748006;0.422555831;0.127758105;0.318423379;0.328924423;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
35;0.170461319;0.565291512;0.515958719;0.129264155;0.352898162;0.363418649;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
36;0.170068703;0.459069379;0.35397853;0.129060274;0.295502831;0.301548116;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
37;0.163130127;0.50093224;0.414304364;0.123646119;0.318276678;0.327783975;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
38;0.176855893;0.498456163;0.403183636;0.13470605;0.317096781;0.323523338;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
