AgentId;TimeStep;OfferedPowerInMW;AwardedPower
1004;662255999;28808.999999999898;
1004;662256001;;6930.9999999999745
1004;662259599;28808.999999999898;
1004;662259601;;5365.9999999999845
1004;662263199;28808.999999999898;
1004;662263201;;4562.999999999986
1004;662266799;28808.999999999898;
1004;662266801;;3335.9999999999836
1004;662270399;28808.999999999898;
1004;662270401;;2941.999999999982
1004;662273999;28808.999999999898;
1004;662274001;;2826.9999999999823
1004;662277599;28808.999999999898;
1004;662277601;;2784.9999999999823
1004;662281199;28808.999999999898;
1004;662281201;;4221.999999999975
1004;662284799;28808.999999999898;
1004;662284801;;4335.999999999975
1004;662288399;28808.999999999898;
1004;662288401;;3484.9999999999936
1004;662291999;28808.999999999898;
1004;662292001;;2637.9999999999995
1004;662295599;28808.999999999898;
1004;662295601;;2531.9999999999945
1004;662299199;28808.999999999898;
1004;662299201;;3201.9999999999804
1004;662302799;28808.999999999898;
1004;662302801;;2935.999999999982
1004;662306399;28808.999999999898;
1004;662306401;;4056.9999999999764
1004;662309999;28808.999999999898;
1004;662310001;;5177.999999999966
1004;662313599;28808.999999999898;
1004;662313601;;6239.999999999956
1004;662317199;28808.999999999898;
1004;662317201;;6378.9999999999545
1004;662320799;28808.999999999898;
1004;662320801;;6040.999999999958
1004;662324399;28808.999999999898;
1004;662324401;;5404.999999999985
1004;662327999;28808.999999999898;
1004;662328001;;4262.000000000004
1004;662331599;28808.999999999898;
1004;662331601;;751.0000000000081
1004;662335199;28808.999999999898;
1004;662335201;;0.0
1004;662338799;28808.999999999898;
1004;662338801;;0.0
